,Title,Source,Date,Title Sentiment,Body Sentiment,Summary,Link,Body
27,Apple to increase investment and expand cooperation in Shanghai,China Economic Information Service (Xinhua),2018-10-10,0.783499,0.533823,"BEIJING, Oct. 10 (Xinhua) -- U.S. technology giant Apple on Tuesday pledged to further increase investment and expand cooperation in Shanghai, according to Tim Cook, Apple's Chief Executive Officer (CEO), Shanghai Securities News reported Tuesday. The CEO made the remarks after a meeting with Li Qiang, secretary of the CPC Shanghai Municipal Committee. Shanghai would further open up to the outside world and create world-class business environment to provide services for Chinese as well as foreign enterprises that set foot here, according to Li Qiang. Apple has strong confidence in Shanghai's future development, and will make more contribution to Shanghai's social and economic development through investment and cooperation, Tim Cook added.",,"BEIJING, Oct. 10 (Xinhua) -- U.S. technology giant Apple on Tuesday pledged to further increase investment and expand cooperation in Shanghai, according to Tim Cook, Apple's Chief Executive Officer (CEO), Shanghai Securities News reported Tuesday.

   

   The CEO made the remarks after a meeting with Li Qiang, secretary of the CPC Shanghai Municipal Committee.

   

   Shanghai would further open up to the outside world and create world-class business environment to provide services for Chinese as well as foreign enterprises that set foot here, according to Li Qiang.

   

   Apple has strong confidence in Shanghai's future development, and will make more contribution to Shanghai's social and economic development through investment and cooperation, Tim Cook added. (Edited by Jiang Feifan, Niu Huizhe)"
28,"Apple co-founder Steve Jobs' 7th death anniversary: How he changed smartphone, app and 4 other technology segments | Gadgets Now",Times of India,2018-10-05,0.90234,0.996253,Apple’s Macintosh 128K was the first-ever desktop computing machine from the company. It was launched with the moniker – Apple Macintosh in 1984. Macintosh 128K sported a 9-inch CRT monitor and came along with a couple of accessories including a keyboard and a mouse.,https://www.gadgetsnow.com/slideshows/apple-co-founder-steve-jobs-7th-death-anniversary-how-he-changed-smartphone-app-and-4-other-technology-segments/photolist/66085848.cms,Apple’s Macintosh 128K was the first-ever desktop computing machine from the company. It was launched with the moniker – Apple Macintosh in 1984. Macintosh 128K sported a 9-inch CRT monitor and came along with a couple of accessories including a keyboard and a mouse. There was a handle at the top that made it easy to carry it around. But then the firm later already had a ‘laptop’ line up under the ‘PowerBook’ series.
29,Apple's New Software Stops You From Getting Your MacBook Pro Repaired By Anyone Else,India Times,2018-10-06,0.550312,0.858972,"As it turns out, the company is apparently using new proprietary diagnostic software to repair the latest MacBook Pros and iMac pros. Apparently, if the software tools are not used on key parts of the devices when conducting repairs, they might result in an “inoperative system and an incomplete repair.” But because of this software, third-party service centers wouldn’t even be able to carry out some basic repairs, if they involve even shifting key parts like the display assembly and logic board out of the way, or even the trackpad for that matter. Good Luck, Because It's ""Vintage"" Now
 For iMac Pros, the software lock will kick in if you replace the logic board or flash storage and don’t run the diagnostic tool, the Apple Service Toolkit 2. On the other hand, we do usually prefer to be able to take our computers where we like for repairs, especially if it’s nearer or cheaper than the an Apple service center.",https://www.indiatimes.com/technology/news/apple-s-new-software-stops-you-from-getting-your-macbook-pro-repaired-by-anyone-else-354317.html,"If you went ahead and bought one of the 2018 MacBooks Pros or iMac Pros, you’d best be sure to take really good care of it. Because if you mess it up and need to get it repaired, you’re going to be forced to spend a lot of money at an Apple Care centre.
 
 As it turns out, the company is apparently using new proprietary diagnostic software to repair the latest MacBook Pros and iMac pros. That’s the usual Apple system, but this time something’s different. Apparently, if the software tools are not used on key parts of the devices when conducting repairs, they might result in an “inoperative system and an incomplete repair.” 
 The warning was issued in a document distributed to Apple’s Authorized Service Providers last month, a copy of which MacRumors obtained. Unfortunately, that proprietary software is only given to authorized service providers, which are always ridiculously expensive. But because of this software, third-party service centers wouldn’t even be able to carry out some basic repairs, if they involve even shifting key parts like the display assembly and logic board out of the way, or even the trackpad for that matter.
 Also Read: Need To Get Your Get 2012 Macbook Pro Repaired? Good Luck, Because It's ""Vintage"" Now
 For iMac Pros, the software lock will kick in if you replace the logic board or flash storage and don’t run the diagnostic tool, the Apple Service Toolkit 2. Supposedly this is to ensure security, given how many tasks in the MacBook pro Apple’s chips handle. On the other hand, we do usually prefer to be able to take our computers where we like for repairs, especially if it’s nearer or cheaper than the an Apple service center.
 
 In fact, it might also just be another of Apple’s maneuvers to tighten its stranglehold on its device economy. Apple wins when you can’t get your device repaired elsewhere, because you either have to pay the price they set or buy an entirely new one. And people are automatically encouraged to do the latter when a device’s repair price is a big chunk of the tag on a new one.
 The policy hasn’t kicked in yet, but you can expect it will very soon if Apple was sending out documents."
30,Apple exective's viral photos with former colleague turn out fake - Times of India,Times of India,2018-10-07,0.923149,0.922073,"LUCKNOW: After a campaign to support the constables accused in Vivek Tiwari murder case , fake photographs of the slain Apple executive were being circulated on social media. The fake photographs showing Tiwari in a compromising position with a woman ex-colleague have been shared on Facebook and Twitter.A fact check done by an investigative news website found that the photographs were lifted from sleazy websites and presented as that of Tiwari and his ex-colleague with an aim to malign their image.In a post, a youth from Agra says, ""Vivek Tiwari giving letter of joining to Sana Khan."" The same user has also pleaded to UP DGP in a post stating, ""If you will also behave like this with constables then they will first try to save themselves in any such situation. ""The Apple manager's wife Kalpana Tiwari had criticised the protest by constables in support of her hiusband's killers and had urged UP DGP to initiate action against them.When TOI called the family members for their comment on the fake photos posted on social media, they said, ""We all are in depression. ""SSP Lucknow Kalanidhi Naithani said that he was not in a position to comment as the matter was being probed by SIT.",https://timesofindia.indiatimes.com/city/lucknow/apple-exectives-viral-photos-with-former-colleague-turn-out-fake/articleshow/66104321.cms,"LUCKNOW: After a campaign to support the constables accused in Vivek Tiwari murder case , fake photographs of the slain Apple executive were being circulated on social media. The fake photographs showing Tiwari in a compromising position with a woman ex-colleague have been shared on Facebook and Twitter.A fact check done by an investigative news website found that the photographs were lifted from sleazy websites and presented as that of Tiwari and his ex-colleague with an aim to malign their image.In a post, a youth from Agra says, ""Vivek Tiwari giving letter of joining to Sana Khan."" The post has been shared over 2,000 times. The same user has also pleaded to UP DGP in a post stating, ""If you will also behave like this with constables then they will first try to save themselves in any such situation.""The Apple manager's wife Kalpana Tiwari had criticised the protest by constables in support of her hiusband's killers and had urged UP DGP to initiate action against them.When TOI called the family members for their comment on the fake photos posted on social media, they said, ""We all are in depression. We don't want to think and go into all this. The authorities must think about it andtake action.""SSP Lucknow Kalanidhi Naithani said that he was not in a position to comment as the matter was being probed by SIT. Meanwhile, the SIT officials remained unavailable and could not be contacted on phone."
31,Apple Strongly Denies Bloomberg's Report About Being Hacked By Chinese Spies,India Times,2018-10-07,0.675349,0.928408,"Image courtesy: Bloomberg Businessweek
 According to the report, Chinese spies had years ago infiltrated the production line of Supermicro, which manufactures server motherboards used by Apple, and Amazon Web Services, among others. Bloomberg alleges the operation wasn’t after user data but trade secrets, and US authorities have been investigating it for years, since Apple found the chips in 2015. “The October 8, 2018 issue of Bloomberg Businessweek incorrectly reports that Apple found ‘malicious chips’ in servers on its network in 2015,” it reads. They seem to imply Bloomberg Businessweek’s story is fabricated, as the publication won’t give them any information with which to track down the investigation or its findings. The publication has put out a statement saying, “Bloomberg Businessweek‘s investigation is the result of more than a year of reporting, during which we conducted more than 100 interviews.",https://www.indiatimes.com/technology/news/apple-strongly-denies-bloomberg-s-report-about-being-hacked-by-chinese-spies-354348.html,"Two days ago, Bloomberg Businessweek published an investigative piece surrounding an alleged hack operation carried out by Chinese operatives. They claim Apple, Amazon, and US government contractors were the targets. The “victims” however deny it.
 
 Image courtesy: Bloomberg Businessweek
 According to the report, Chinese spies had years ago infiltrated the production line of Supermicro, which manufactures server motherboards used by Apple, and Amazon Web Services, among others. At some point in production, operatives from the People’s Liberation Army (China’s military) supposedly placed tiny microchips on the motherboards, about the size of a grain of rice. These chips were equipped with processing ability, power, and connectivity, according to the piece, meaning they could spy on the activities of the companies targeted without having to crack through their software-based cybersecurity measures.
 Bloomberg alleges the operation wasn’t after user data but trade secrets, and US authorities have been investigating it for years, since Apple found the chips in 2015. However, it turns out now that all the companies involved in the investigation are denying the claims, Apple in fact offering the most vehement defense. The iPhone maker not only sent a lengthy statement to Bloomberg, but also republished it on its own site as a blog post. 
 
 “The October 8, 2018 issue of Bloomberg Businessweek incorrectly reports that Apple found ‘malicious chips’ in servers on its network in 2015,” it reads. “As Apple has repeatedly explained to Bloomberg reporters and editors over the past 12 months, there is no truth to these claims.” The company isn’t content with the simple denial either, they’ve gone out of their way to make it clear how wrong the story is.
 Apple says it’s discussed the report numerous times across multiple teams and organisations, but “no one at Apple has ever heard of this investigation.” They seem to imply Bloomberg Businessweek’s story is fabricated, as the publication won’t give them any information with which to track down the investigation or its findings.
 “No one from Apple ever reached out to the FBI about anything like this, and we have never heard from the FBI about an investigation of this kind — much less tried to restrict it,” the post continues to say. “Finally, in response to questions we have received from other news organizations since Businessweek published its story, we are not under any kind of gag order or other confidentiality obligations.”
 
 As far as denials go, it’s a pretty strongly worded on. Obviously one of the parties here is lying through its teeth, or at least gravely misinformed.
 On the other hand, Bloomberg isn’t backing down either. The publication has put out a statement saying, “Bloomberg Businessweek‘s investigation is the result of more than a year of reporting, during which we conducted more than 100 interviews. Seventeen individual sources, including government officials and insiders at the companies, confirmed the manipulation of hardware and other elements of the attacks. We also published three companies’ full statements, as well as a statement from China’s Ministry of Foreign Affairs. We stand by our story and are confident in our reporting and sources.”"
32,"Apple may have good news for iPhone, iPad users - Latest News | Gadgets Now",Times of India,2018-10-11,0.664055,0.490961,,https://www.gadgetsnow.com/tech-news/apple-may-have-good-news-for-iphone-ipad-users/articleshow/66157641.cms,"Apple Inc is planning a new digital video service that will provide original content free to its device owners, CNBC reported on Wednesday, citing people familiar with the matter.The service will also carry subscription channels, which will allow customers to sign up for online-only services such as those from HBO and Starz, the report said.Apple, which has been struggling to gain ground for its TV services, plans to debut the revamped app early next year.Apple declined to comment."
33,"Amazon Great Indian Festival sale vs Flipkart Big Billion Days sale: Best deals on Apple, Samsung, Xiaomi, Google smartphones | Gadgets Now",Times of India,2018-10-11,0.940864,0.971287,"It's festival time, and with it sale time. Amazon, and Paytm Mall are holding one of their biggest annual sale of the year -- Great Indian sale, Flipkart Big Billion Day sale and Paytm Mall Maha Cashback sale. All three are offering some big discounts across categories, be it fashion, gadgets, accessories, appliances, kitchen products and more. Some big discounts are also available on smartphones from brands like Apple, Samsung, Xiaomi, Google, Oppo, Vivo and others. Here we compare the prices at which some top smartphones are available on Flipkart and Amazon websites to help you decide which one is offering better deal.",https://www.gadgetsnow.com/slideshows/amazon-great-indian-festival-sale-vs-flipkart-big-billion-days-sale-best-deals-on-apple-samsung-xiaomi-google-smartphones/photolist/66163545.cms,"It's festival time, and with it sale time. Amazon, and Paytm Mall are holding one of their biggest annual sale of the year -- Great Indian sale, Flipkart Big Billion Day sale and Paytm Mall Maha Cashback sale. All three are offering some big discounts across categories, be it fashion, gadgets, accessories, appliances, kitchen products and more. Some big discounts are also available on smartphones from brands like Apple, Samsung, Xiaomi, Google, Oppo, Vivo and others.

Here we compare the prices at which some top smartphones are available on Flipkart and Amazon websites to help you decide which one is offering better deal."
34,"Apple, Google and Amazon top table of world's 100 most valuable brands",Daily Mail UK,2018-10-04,0.754251,0.664676,"Apple, Google and Amazon were today revealed as the three most valuable global brands in a top 100 list that also includes four British names. Facebook's brand value has declined 6 per cent, according to the list, which places it in ninth position. Apple and Google hold the top positions for the sixth consecutive year, with Apple's brand value growing by 16 per cent to $214,480million (£165million). Meanwhile Google's brand value increased by 10 per cent to $155,506million (£120million). Interbrand said there were 'many great' British brands that did not yet qualify for the BGB table, because they were not sufficiently global or did not publish their financial performance.",https://www.dailymail.co.uk/news/article-6237747/Apple-Google-Amazon-valuable-global-brands-according-ranking.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"Apple, Google and Amazon were today revealed as the three most valuable global brands in a top 100 list that also includes four British names.

Jaguar Land Rover took 78th place on the annual Interbrand Best Global Brands (BGB) list, followed by Mini at 90, Burberry at 94 and Johnnie Walker at 97.

Spotify and Subaru have made the list for the first time at 92 and 100 respectively, while Chanel re-enters at 23, Hennessy is back at 98 and Nintendo returned at 99.

Interbrand calculates brand value by assessing its influence in driving customer choice and its strength in relation to the competition.

It also looks at its current and forecast financial performance. Facebook's brand value has declined 6 per cent, according to the list, which places it in ninth position.

Interbrand London chief executive Christian Purser said: 'Leading brands are more customer obsessed than ever, bringing the voice of the customer into every aspect of their business, making bold moves and taking calculated risks based on customer understanding.

'The fastest growing brands across the last five years of the study are typically the most relevant to people's lives and the most responsive to their changing needs.'

Apple and Google hold the top positions for the sixth consecutive year, with Apple's brand value growing by 16 per cent to $214,480million (£165million).

Meanwhile Google's brand value increased by 10 per cent to $155,506million (£120million).

Amazon achieved 56 per cent growth and is the third brand to achieve a $100billion (£77billion) brand valuation.

Interbrand said there were 'many great' British brands that did not yet qualify for the BGB table, because they were not sufficiently global or did not publish their financial performance."
35,Apple and Amazon deny claims their systems contained Chinese spy chips,Daily Mail UK,2018-10-04,0.684523,0.806875,"Tiny chips inserted in US computer equipment manufactured in China were used as part of a vast effort by Beijing to steal US technology secrets, a new report claims. Chips, the size of a grain of rice, were used on equipment made for Amazon, which first alerted US authorities, and Apple, and possible for other companies and government agencies, Bloomberg reported. Bloomberg said a three-year secret investigation, which remains open, enabled spies to create a 'stealth doorway' into computer equipment, a hardware-based entry that would be more effective and harder to detect than a software hack. Citing unnamed US officials, Bloomberg said a unit of the People's Liberation Army were involved the operation that placed the chips on equipment manufactured in China for US-based Super Micro Computer Inc. According to Bloomberg, the spy chips were designed for motherboards -- the nerve centers for computer equipment -- used in data centers operated by Apple, Amazon Web Services and others.",https://www.dailymail.co.uk/sciencetech/article-6240195/China-used-tiny-chips-US-computers-steal-secrets-report.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"Tiny chips inserted in US computer equipment manufactured in China were used as part of a vast effort by Beijing to steal US technology secrets, a new report claims.

Chips, the size of a grain of rice, were used on equipment made for Amazon, which first alerted US authorities, and Apple, and possible for other companies and government agencies, Bloomberg reported.

Bloomberg said a three-year secret investigation, which remains open, enabled spies to create a 'stealth doorway' into computer equipment, a hardware-based entry that would be more effective and harder to detect than a software hack.

Citing unnamed US officials, Bloomberg said a unit of the People's Liberation Army were involved the operation that placed the chips on equipment manufactured in China for US-based Super Micro Computer Inc.

Supermicro, according to Bloomberg, also manufactured equipment for Department of Defense data centers, the CIA's drone operations, and onboard networks of Navy warships.

The report said Amazon discovered the problem when it acquired software firm Elemental and began a security review of equipment made for Elemental by California-based Supermicro.

According to Bloomberg, the spy chips were designed for motherboards -- the nerve centers for computer equipment -- used in data centers operated by Apple, Amazon Web Services and others.

Apple said in a statement it 'has never found malicious chips, 'hardware manipulations' or vulnerabilities purposely planted in any server.'

A statement by Amazon to AFP said that 'at no time, past or present, have we ever found any issues relating to modified hardware or malicious chips in Supermicro motherboards in any Elemental or Amazon systems.'

Supermicro could not immediately be reached for comment, but Bloomberg said the firm denied any knowledge of the espionage or investigation."
36,Einhorn's Greenlight exits Apple on U.S.-China trade war fears,Daily Mail UK,2018-10-05,0.757173,0.591955,"Oct 5 (Reuters) - David Einhorn's Greenlight Capital sold its remaining shares of Apple Inc on growing fear of ""Chinese retaliation against America's trade policies"", according to a letter sent by the hedge fund to investors. Einhorn in August slashed his bet on Apple by 77 percent to 142,100 shares. The firm sold the remaining Apple stock on Aug. 31 at $228 per share. Apple did not immediately respond to a request for comment. The company's shares were down 2 percent at $223.43 on Friday.",https://www.dailymail.co.uk/wires/reuters/article-6245051/Einhorns-Greenlight-exits-Apple-U-S-China-trade-war-fears.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"Oct 5 (Reuters) - David Einhorn's Greenlight Capital sold its remaining shares of Apple Inc on growing fear of ""Chinese retaliation against America's trade policies"", according to a letter sent by the hedge fund to investors.

Einhorn in August slashed his bet on Apple by 77 percent to 142,100 shares. The firm sold the remaining Apple stock on Aug. 31 at $228 per share.

Apple did not immediately respond to a request for comment.

The company's shares were down 2 percent at $223.43 on Friday. (Reporting by Sonam Rai in Bengaluru; Editing by Shounak Dasgupta)"
37,Apple fixes chargegate bug that left iPhone XS users unable to charge,Daily Mail UK,2018-10-08,0.513008,0.895797,"iPhone users were reporting a bug that means their devices do not charge when plugged in, with the new XS and XS Max handsets among those said to be affected. According to Apple's release notes for the update, it 'fixes an issue where some iPhone XS devices did not immediately charge when connected to a Lightning cable.' The software, the first for Apple's iOS 12, also resolves an issue that could cause iPhone XS devices to rejoin a Wi-Fi network at 2.4GHz instead of 5GHz, and fixes an iPad keyboard flaw, along with Bluetooth and video subtitle bugs. As part of a software update earlier this year to combat potential hacking of Apple devices via USB, the firm introduced a feature that can disable the charging port on iPhone devices when the phone has been idle for a period of time. Users on the official Apple forums have suggested the issue can be fixed in some cases by going to the Settings app and enabling the USB Accessories feature in the Face ID and Passcode section.",https://www.dailymail.co.uk/sciencetech/article-6254043/Apple-fixes-chargegate-bug-left-iPhone-XS-users-unable-charge-screen-offf.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"Apple has issued an update to its iOS software to fix a bug that left some users unable to charge their phones.

iPhone users were reporting a bug that means their devices do not charge when plugged in, with the new XS and XS Max handsets among those said to be affected.

Today the firm released a new update, iOS 12.01, to address the issue.

According to Apple's release notes for the update, it 'fixes an issue where some iPhone XS devices did not immediately charge when connected to a Lightning cable.'

The software, the first for Apple's iOS 12, also resolves an issue that could cause iPhone XS devices to rejoin a Wi-Fi network at 2.4GHz instead of 5GHz, and fixes an iPad keyboard flaw, along with Bluetooth and video subtitle bugs.

The charging bug affected Apple's new handsets, the XS and XS Max.

According to accounts on social media as well as Apple's own forums, some devices will not charge if plugged in when in 'sleep' mode, meaning the screen is off.

Some only work if the screen is turned on and the device 'woken up'.

Apple has not commented on the issue, which comes after claims from users that the new camera system in the XS and XS Max was 'beautifying' photos.

Some users have suggested the charging issue may have been caused by a security update.

As part of a software update earlier this year to combat potential hacking of Apple devices via USB, the firm introduced a feature that can disable the charging port on iPhone devices when the phone has been idle for a period of time.

The feature was introduced to prevent anyone hacking into a device without a passcode, and at the time Apple acknowledged its introduction could affect charging.

'Starting with iOS 11.4.1, if you use USB accessories with your iPhone, iPad, or iPod touch, or if you connect your device to a Mac or PC, you might need to unlock your device for it to recognise and use the accessory. Your accessory then remains connected, even if your device is subsequently locked,' the firm's website says.

'If you don't first unlock your password-protected iOS device — or you haven't unlocked and connected it to a USB accessory within the past hour — your iOS device won't communicate with the accessory or computer, and in some cases, it might not charge.

'You might also see an alert asking you to unlock your device to use accessories.'

Users on the official Apple forums have suggested the issue can be fixed in some cases by going to the Settings app and enabling the USB Accessories feature in the Face ID and Passcode section."
38,Apple hit by 'bagelgate' as New Yorkers criticize its new bagel emoji,Daily Mail UK,2018-10-08,0.696224,0.404062,"The brouhaha even attracted the Philadelphia Cream Cheese brand, which promised to start a Change.org petition to persuade Apple to introduce a version of the bagel emoji with some schmear. 'If we reach our goal of 30,000 signatures, we will be able to show Apple and the Unicode Consortium that the current dry, sad bagel emoji is unacceptable and needs to be updated to reflect the real thing—a bagel with a schmear of cream cheese,' the brand wrote. It's unclear if Apple will add cream cheese or sesame seeds to its bagel emoji. While Apple and many other tech companies designed their cheeseburger emoji with the cheese on top of the patty, Google faced scrutiny for placing the cheese beneath the burger patty. The burger emoji debate was sparked at the end of October when Thomas Baekdal, an author from Denmark tweeted a screenshot of Apple's and Google's respective cheeseburger emojis showing the different cheese placement.",https://www.dailymail.co.uk/sciencetech/article-6254305/Apple-hit-bagelgate-New-Yorkers-criticize-new-bagel-emoji.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"First, there was burgergate.

Now, Silicon Valley is reckoning with another emoji apocalypse thanks to Apple's polarizing new bagel, out in iOS 12.1 on iPhones and iPads.

The emoji depicts a plain bagel - no seeds, spread or other toppings, which sent users into an angry frenzy.

Apple's iOS 12.1 became available for users last week, introducing emoji like a lobster, romaine lettuce and a tennis ball alongside the bagel.

It didn't take long for the critics to emerge, as users began to complain that the bagel looked 'stale' or more fit to be from the 'frozen aisle from a supermarket.'

Others said that the bagel's extremely smooth exterior made it appear plastic.

New Yorkers took particular offense to the bagel emoji, with Pat Kiernan, morning news anchor at NY1 News tweeting: 'You call this factory-produced bagel an emoji that stands for all bagels??? New Yorkers demand more.'

The brouhaha even attracted the Philadelphia Cream Cheese brand, which promised to start a Change.org petition to persuade Apple to introduce a version of the bagel emoji with some schmear.

The brand tweeted: 'We think that a #BagelEmoji without cream cheese is a #SadBagel, what do you think?  started a Change.org petition that, by Monday afternoon, had received 1,005 out of 1,500 signatures.

'If we reach our goal of 30,000 signatures, we will be able to show Apple and the Unicode Consortium that the current dry, sad bagel emoji is unacceptable and needs to be updated to reflect the real thing—a bagel with a schmear of cream cheese,' the brand wrote.

Another Twitter user threatened to organize a march in New York City over the bagel gaffe.

It's unclear if Apple will add cream cheese or sesame seeds to its bagel emoji.

But as many have pointed out, emoji go through a formal process before they land on your smartphone.

They're approved by the Unicode Consortium, the body that maintains and publishes standards around emoji.

Those designs are then, typically, adopted by all the tech giants affiliated with it in uniform, like Apple and Google.

Apple also isn't the first tech firm to get caught up in an emoji scandal.

Google faced 'burgergate' last year, which centered around its controversial design of the cheeseburger.

While Apple and many other tech companies designed their cheeseburger emoji with the cheese on top of the patty, Google faced scrutiny for placing the cheese beneath the burger patty.

In response to 'burgergate', Google's CEO Sundar Pichai said he would 'drop everything' to correct this, and now Android's upcoming 8.1 release shows that he was good to his word - the emoji has been corrected.

The burger emoji debate was sparked at the end of October when Thomas Baekdal, an author from Denmark tweeted a screenshot of Apple's and Google's respective cheeseburger emojis showing the different cheese placement.

He wrote: 'I think we need to have a discussion about how Google's burger emoji is placing the cheese underneath the burger, while Apple puts it on top.'

The viral tweet caught the attention of CEO Sundar Pichai, who wrote in response on Sunday: 'Will drop everything else we are doing and address on Monday:) if folks can agree on the correct way to do this!'

The exchange between Pichai and Baekdal garnered social media jokes and suggestions.

Another wrote: 'So proud to work at a company which has it's priorities right.'

'Cheese misplacement is clearly the result of not enough diversity on the emoji team. Damn those vegetarians,' one user joked.

As seen on Emojipedia, Google is the only tech company that offers a cheeseburger emoji with cheese below the patty.

Apple, Facebook, Samsung and others all place the cheese on top."
39,Apple rolls out software update to fix charging issues on iPhone XS,Daily Mail UK,2018-10-09,0.626786,0.724213,"Apple has issued a software update to address the bug that was causing charging issues for some owners of its new iPhone XS and XS Max smartphones. Apple did not comment on the issue at the time, but it was linked to a security feature introduced to stop Apple devices being hacked via USB and the charging port, which disables its connection when the phone has been left idle for a period of time. The notes on the update confirm it “fixes an issue where some iPhone XS devices did not immediately charge when connected to a Lightning cable”. At the time of the security update, which was introduced earlier this year, Apple did acknowledge its introduction could affect charging in some cases, warning users that they might have to unlock their device in order for a connected accessory to be recognised. The update corrects this problem, as well as an issue around WiFi connectivity and a keyboard issue on the iPad, Apple confirmed.",https://www.dailymail.co.uk/wires/pa/article-6256199/Apple-rolls-software-update-fix-charging-issues-iPhone-XS.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"Apple has issued a software update to address the bug that was causing charging issues for some owners of its new iPhone XS and XS Max smartphones.

Shortly after their release last month, some users reported on social media that devices would not charge when plugged in if the screen was off in “sleep” mode, only doing so when the screen was on.

Apple did not comment on the issue at the time, but it was linked to a security feature introduced to stop Apple devices being hacked via USB and the charging port, which disables its connection when the phone has been left idle for a period of time.

Now the technology giant has released the iOS 12.0.1 software update, which includes a solution to the bug.

The notes on the update confirm it “fixes an issue where some iPhone XS devices did not immediately charge when connected to a Lightning cable”.

At the time of the security update, which was introduced earlier this year, Apple did acknowledge its introduction could affect charging in some cases, warning users that they might have to unlock their device in order for a connected accessory to be recognised.

The update corrects this problem, as well as an issue around WiFi connectivity and a keyboard issue on the iPad, Apple confirmed.

The tech giant is set to release another new iPhone – the iPhone XR – at the end of this month."
40,"Google unveils new Pixel phone, adds tablet in Apple challenge",Daily Mail UK,2018-10-09,0.731206,0.479113,"SAN FRANCISCO, Oct 9 (Reuters) - Alphabet Inc's Google unveiled on Tuesday the third edition of its Pixel smartphone, a Google Home smart speaker with a display and its first tablet computer, as it makes a come-from-behind push into hardware. Pixel phones, though, have been a tougher sell, garnering less than 1 percent of the global market by shipments in Google's first two years of trying, according to research firm Strategy Analytics, and launching with glitches. The Pixel 3, priced at $799, and larger sibling Pixel 3 XL, priced at $899, mark Google's latest entries into a phone lineup it hopes will someday be as popular as Apple Inc's iPhone. Still, the Pixel 3 could see limited uptake in the United States as Google again signed an exclusive distribution deal with wireless carrier Verizon Communications Inc that means the device will get little marketing from other carriers. Google's new smart speaker, which has a display to show visual responses to voice commands, mostly matches offerings from Amazon.com Inc and Facebook Inc.",https://www.dailymail.co.uk/wires/reuters/article-6257851/Google-unveils-new-Pixel-phone-adds-tablet-Apple-challenge.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,"SAN FRANCISCO, Oct 9 (Reuters) - Alphabet Inc's Google unveiled on Tuesday the third edition of its Pixel smartphone, a Google Home smart speaker with a display and its first tablet computer, as it makes a come-from-behind push into hardware.

The company's Android software has gone from being an also-ran to the brains of most of the world's smartphones, and Google topped Amazon.com Inc in smart speaker sales in recent quarters.

Pixel phones, though, have been a tougher sell, garnering less than 1 percent of the global market by shipments in Google's first two years of trying, according to research firm Strategy Analytics, and launching with glitches.

The Pixel 3, priced at $799, and larger sibling Pixel 3 XL, priced at $899, mark Google's latest entries into a phone lineup it hopes will someday be as popular as Apple Inc's iPhone.

The new Pixel Slate tablet runs Google's beefier Chrome OS laptop operating system rather than Android and is priced at $599, putting it in competition with Apple's iPad Pro tablet series.

Shares of Alphabet barely moved on the release. Financial analysts said it is difficult evaluate Google´s hardware business as it is overshadowed by profits from search ads.

Google branched into hardware three years ago so that, like Apple, it could have full control of the performance of its applications and the revenue they generate. Other phone makers sometimes crowd out Google's apps with their own or take a share of ad revenue.

Expanding geographic distribution is likely to boost Pixel's fortunes. The Pixel 3 will launch in 10 countries, up from six for the Pixel 2 a year ago. New additions include France, Ireland, Japan and Taiwan.

Also helpful could be a new artificial intelligence tool sure to generate buzz among consumers. The software, launching in the United States only, answers phone calls, requests information about the nature of the call and shares it as text with the recipient.

""We´ve built the first phone that can answer the phone,"" Rick Osterloh, Google's senior vice president for hardware, told media on Tuesday.

Google shipped 2.53 million Pixel 2 and 2 XL devices through the nine months ended June 30, Strategy Analytics said. The first Pixel devices hit 2.4 million shipments in the nine months ended June 30, 2017, the firm said.

Limited adoption has reflected Google's hesitancy to go as wide and big in distributing and marketing the Pixel as Apple, which launched its last two iPhone line-ups in about 50 countries.

Going from a small experiment to a polished product that works in various languages and is backed by large sales, support and technical teams has been part of Google's challenge.

Last year's Pixel 2 arrived with bugs that prompted user complaints about unwanted noises during calls, a crashing camera app and an unexpected screen tint. Google doubled warranties to two years in response.

Google Assistant, the signature virtual helper feature on the Pixel, was available in six languages a year ago and now supports 16.

In turn, Google hosted 10 unveiling events across the world on Tuesday, including in New York, London, Paris, Tokyo and Singapore, spokesman Kay Oberbeck said.

Still, the Pixel 3 could see limited uptake in the United States as Google again signed an exclusive distribution deal with wireless carrier Verizon Communications Inc that means the device will get little marketing from other carriers.

Google said it would augment distribution by opening on Oct. 18 two temporary stores in popular neighborhoods of Chicago and New York and putting up displays at U.S. retailers B8ta and Goop.

Google's new smart speaker, which has a display to show visual responses to voice commands, mostly matches offerings from Amazon.com Inc and Facebook Inc.

But unlike its competitors, Google said its Home Hub, priced at $149, does not have a video conferencing camera.

The nod to privacy concerns comes as Google and other big U.S. tech companies try to bounce back from recent data breach scandals.

Amazon shipped 21.5 million smart speakers, including those with displays, in the year ended June 30, compared with 18.3 million for Google, according to research firm Canalys.

Google said in a blog post on Tuesday that it recently delivered some Google Home speakers within 10 minutes of ordering using drones from Alphabet's Project Wing.

Shares of speaker maker Sonos Inc were down 5.6 percent on Tuesday."
