,Title,Source,Date,Title Sentiment,Body Sentiment,Summary,Link
67,Microsoft CEO Backs Federal Privacy Law Over State Efforts,Yahoo Finance Australia,2018-10-11,0.834025,0.558353,"(Bloomberg) -- Microsoft Corp.’s Chief Executive Officer Satya Nadella joined a swelling chorus calling for national privacy legislation, days after Google became the latest tech giant to reveal a personal data breach. “We hope that there’s more of a national privacy law,” Nadella said in an interview Wednesday with Bloomberg News at the U.S. Naval Academy in Annapolis, Maryland, where he discussed leadership with midshipmen. Tech companies are already facing tough new European privacy rules that went into effect in May, while California passed a strict data privacy law in June. A national law is preferable to legislation forged by individual states and would reduce “transactional costs” to the benefit of companies large and small, Nadella said. AT&T Inc. and Verizon Communications Inc., the nation’s biggest telephone companies, have publicly urged lawmakers to draw up one set of national consumer privacy rules.",https://au.finance.yahoo.com/news/microsoft-ceo-backs-federal-privacy-214135805.html
68,"US stocks dip, inflation data calms nerves",Yahoo Finance Australia,2018-10-11,0.550273,0.871745,"The Consumer Price Index (CPI) increased 0.1 per cent last month, Labor Department data showed, as did core CPI, which excludes volatile food and energy components. The main US stock indexes were still slightly lower after opening on Wednesday, but US Treasury yields, whose rise above 3.0 per cent has been a key factor weakening demand for US stocks, retreated further after the numbers. At 10:20am local time the Dow Jones Industrial Average was down 28.70 points, or 0.11 per cent, at 25,570.04, the S&P 500 was down 7.61 points, or 0.27 per cent, at 2,778.07 and the Nasdaq Composite was down 3.93 points, or 0.05 per cent, at 7,418.12. Energy stocks fell 1.0 per cent as oil prices hit two-week lows after an industry report showed US crude inventories rose more than expected. Walgreens was up 0.4 per cent, reversing premarket losses, after the drugstore chain's profit soared 88.5 per cent as more people brought prescription medicines and it benefited from its acquisition of Rite Aid stores.",https://au.finance.yahoo.com/news/us-stocks-dip-inflation-data-calms-nerves-160808901--spt.html
69,Facebook Leads FAANGs in Defying Second Day of Stock Market Rout,Yahoo Finance Australia,2018-10-11,0.783622,0.938773,"On a day when the S&P 500 Index fell as much as 2.7 percent, the year’s worst performer in the FAANG bloc spent only a half-hour in negative territory and closed with a gain of 1.3 percent. Facebook epitomized the relative strength exhibited by technology stocks on Thursday, a day after the group led the S&P 500 Index to its biggest loss since February. Communications and technology stocks in the S&P 500 were among the top three performing sectors, with declines of 0.8 percent and 1.3 percent, respectively. Snap Inc., Twitter Inc. and Advanced Micro Devices Inc. were among technology stocks that closed with gains. Google parent Alphabet Inc. was little changed on Thursday, while Apple Inc. fell 0.9 percent, Netflix Inc. 1.5 percent and Amazon.com Inc. 2 percent.",https://au.finance.yahoo.com/news/facebook-leads-faangs-defying-second-204609707.html
70,"The Stock Market's 67,000% Superstar Is Now a Huge Falling Knife",Yahoo Finance Australia,2018-10-12,0.739554,0.970234,"The company’s more than 67,000 percent return from its 2004 initial public offering through January trounced that of every other large-cap stock worldwide, and its slide this year presaged a steep drop in tech shares from Tokyo to New York. “While it’s a good company and we obviously still like it, at the moment it’s the proxy of all the things investors want to avoid,” said Virginie Robert, the founder and president of Paris-based Constance Associes, whose global tech fund beat 99 percent of peers tracked by Bloomberg this year. Robert, who has an underweight position in Tencent, said she’ll refrain from adding to holdings until the company provides more clarity on its business outlook. The company’s cash cow -- online gaming -- has become a liability for the stock after an industrywide government crackdown left the business, which accounts for about 40 percent of Tencent’s revenue, clouded in uncertainty. Bulls argue that this year’s challenges have done nothing to threaten Tencent’s dominance in its key lines of business and that the stock will rally once regulatory and economic headwinds fade.",https://au.finance.yahoo.com/news/stock-market-apos-67-000-110559017.html
71,Apple's Cook Visits World's Hottest Startup During Beijing Trip,Yahoo Finance Australia,2018-10-12,0.786119,0.839777,"(Bloomberg) -- The head of the world’s only trillion-dollar company swung by the Beijing offices of the most valuable startup as Apple Inc.’s Tim Cook continued his trip to China. Representatives for the startup behind hit mobile news app Jinri Toutiao declined to comment while Apple representatives didn’t respond to requests for comment. On previous jaunts, Cook also met with executives at ride-hailing giant Didi Chuxing -- which Apple backs -- and bike rentals startup Ofo. Bytedance, which was founded in 2012, has shot up the rankings of the world’s startups thanks to the success of Toutiao and Tik Tok, a short-form video app. The company is said to be in the process of raising new funding from investors including SoftBank Group Corp. at a valuation of $75 billion, eclipsing Uber Technologies Inc. as the world’s largest startup.",https://au.finance.yahoo.com/news/apple-apos-cook-visits-world-103152585.html
72,Facebook tests Snap Map-style redesign of Nearby Friends,MSN New Zealand,2018-10-04,0.816051,0.941946,"© Maciej Luczniewski/NurPhoto via Getty Images Maciej Luczniewski/NurPhoto via Getty Images Helping friends meet up offline has been a massive missed opportunity for Whether because the brand is too creepy or the politely opt-in 2015 rollout of its location sharing feature wasn't creepy enough, Facebook Nearby Friends never quite took off. Now Facebook is testing a significant redesign of Nearby Friends that looks a lot more like Snap Map. Facebook confirms to TechCrunch that ""We're testing a new design for Nearby Friends, a tool people have used for the past four years to meet with their friends in person. That statement both subtly promotes Facebook's opt-in privacy setting for Nearby Friends while urging people to actually go back and activate it. If revamped with this map and other improvements, Nearby Friends could become a more popular utility that keeps people opening Facebook.",https://www.msn.com/en-nz/news/techandscience/facebook-tests-snap-map-style-redesign-of-nearby-friends/ar-BBNUr8U
73,Apple is using proprietary software to lock MacBook Pros and iMac Pros from third-party repairs,MSN UK,2018-10-05,0.875822,0.553969,"It would seem that, without the proprietary software, third-party repair services will not be able to fix MacBook Pros that suffer from issues with the display assembly, the logic board, the keyboard and trackpad, and the Touch ID board, according to Motherboard. The computer won’t be usable again until Apple Service Toolkit 2, the name of the diagnostic tool, is used by a member of the company’s Authorized Service Provider program. Apple’s proprietary chips have taken on increasing responsibilities over various functions inside the Mac, including storing secure enclave data and handling disc encryption. Apple, alongside other hardware makers, has fought in recent years to prevent the passing of so-called right-to-repair laws that would force technology companies to make parts and instructions available to both users and third-party repair specialists. As it stands today, 19 states have proposed legislation regarding right-to-repair rules, but no state has passed a bill that would ban the use of, say, proprietary diagnostic tools.",https://www.msn.com/en-gb/news/techandscience/apple-is-using-proprietary-software-to-lock-macbook-pros-and-imac-pros-from-third-party-repairs/ar-BBNXx1o
74,Firefox to support Google's WebP image format for a faster web,MSN UK,2018-10-06,0.955452,0.808077,"Firefox has joined Google's WebP party, another endorsement for the internet giant's effort to speed up the web with a better image format. Google revealed WebP eight years ago and since then has built it into its Chrome web browser, Android phone software and many of its online properties in an effort to put websites on a diet and cut network data usage. Browser makers and website developers want to advance the technology, but they can't remove older aspects of the foundation as readily as Google can with Android or Apple with its rival iOS software. Where WebP is based on Google's VP8 video compression technology, AVIF is based on a newer video format called AV1 from a much broader group, the Alliance for Open Media. Apple briefly dabbled with WebP support in test versions of its Safari browser but removed that support, an inconvenience for any developers who want to use the format but also have to ensure their websites work on iPhones and iPads.",https://www.msn.com/en-gb/news/techandscience/firefox-to-support-googles-webp-image-format-for-a-faster-web/ar-BBO19ef
75,iFixit confirms you can still repair your own iMac Pro or MacBook Pro,MSN UK,2018-10-06,0.730085,0.428863,"Yesterday MacRumors and Motherboard reported on Apple service documents that indicated anyone replacing key parts on computers equipped with its custom T2 chip would require special diagnostic software to finish the job. While Apple has not commented on the leaks itself, the DIY repair folks at iFixit tested out the possibility by buying a brand-new 2018 MacBook Pro, pulling it apart and replacing the display. Shocker: it still worked, even without the software. So far, it has limited approaches that limit repairs based on security to the TouchID and FaceID sensors that require specialized software, as I noted yesterday, even though people have reported trouble with the ambient light sensor after replacing iPhone displays. While it's possible that a future software update could change things and make it require specialized software that only official Apple Stores and authorized service centers have access to, we're not there yet.",https://www.msn.com/en-gb/news/techandscience/ifixit-confirms-you-can-still-repair-your-own-imac-pro-or-macbook-pro/ar-BBO0VLz
76,"Yes, your selfies look different on the iPhone XS. Here's why",MSN UK,2018-10-07,0.566041,0.843397,"Take this photo from the iPhone XS with HDR on (left) and off (right) and notice the extra detail retained in the window. At Apple's iPhone XS launch, Phil Schiller used an example of a photo taken of a moving subject to explain how Smart HDR works. But even without Smart HDR turned on, the XS is already using computational photography to merge exposures, perform local tone mapping (a technique to map colors to achieve an HDR effect) and recover highlight detail on regular photos. Here's an important caveat with the iPhone XS: if you're taking selfies or photos from the front-facing camera in good lighting, the camera doesn't appear to apply much noise reduction at all, at least from my tests. And as already discussed, the XS camera is taking photos in a different way than earlier iPhones, through computational photography and merging exposures.",https://www.msn.com/en-gb/news/techandscience/yes-your-selfies-look-different-on-the-iphone-xs-heres-why/ar-BBO2Tv8
77,"Pixel 3, new Chromecast, Pixel Slate and more: Everything we expect from the Google event this Tuesday",MSN UK,2018-10-07,0.539779,0.767554,"Google's yearly hardware event has become a showcase for a lot of new products, from Pixel 3 phones to Chromecasts to the new Pixel Slate. © Provided by CBS Interactive Inc. google-pixel-invite-oct-9-2018 For the first time, Google's having its Pixel event in New York instead of San Francisco. Google's follow-up to last year's Pixelbook Chromebook is rumored to be a Chrome OS tablet, called Pixel Slate, that can double as a laptop. It looks as if Google may bundle the new Chromecast with a Home Mini speaker as a ""Smart TV Kit,"" too. This year, it's all about smart displays: A wave of Google-powered smart display-toting speakers like the Lenovo Smart Display 10 already available from third parties, but rumored Google Home Hub -- which leaked earlier via an FCC filing, too -- will be Google's own  answer to the Amazon Echo Show.",https://www.msn.com/en-gb/news/techandscience/pixel-3-new-chromecast-pixel-slate-and-more-everything-we-expect-from-the-google-event-this-tuesday/ar-BBO3kyz
78,Why choose a Huawei smartphone? Plus info on the best deals on handsets and monthly contracts ahead of Black Friday,MSN UK,2018-10-08,0.644121,0.929096,"At the high end of the smartphone market, the latest iPhone X handset costs just shy of £1,000. According to these comparisons with it's current market rivals , however, there are many advantages to owning a Huawei over an iPhone X or a Samsung Galaxy S9. The latest Huawei model that has been released to compete with both the iPhone X and the Samsung Galaxy S9 is the Huawei P20 Pro - and there are a number of deals for this latest piece of kit from the usual suspects. All Carphone Warehouse Huawei deals can be found here . According to www.mobiles.co.uk , the top selling monthly deal on the Huawei P20 Pro is with Vodafone.",https://www.msn.com/en-gb/news/newsmanchester/why-choose-a-huawei-smartphone-plus-info-on-the-best-deals-on-handsets-and-monthly-contracts-ahead-of-black-friday/ar-BBO6iKe
79,The robot revolution is here and it could transform your business,MSN UK,2018-10-08,0.375967,0.777603,"But businesses, especially small businesses that maybe reticent about committing to new technology, shouldn’t let scare stories, even really entertaining ones, stop them investigating how artificial intelligence (AI) and robots can improve how they work. In fact, most businesses are probably already benefiting from AI and machine learning without even thinking about it. If, for instance, your business advertises on Facebook, the social media giant’s bots will analyse its customers’ data and work out which of its users to target, based on their likes, dislikes, the sites they visit and so on. The advantage of all these technologies is they leave humans with more time to do what humans are good at: being creative, coming up with solutions and interacting with other humans. Not to mention the fact we’ll all have more time to walk our perfectly behaved robot dogs.",https://www.msn.com/en-gb/money/entrepreneurs/the-robot-revolution-is-here-and-it-could-transform-your-business/ar-BBN7ijm
80,"New iPad Pros will output 4K HDR video over USB-C port, says report",MSN UK,2018-10-09,0.982154,0.587026,"© Photo by James Bareham / The Verge Apple’s upcoming refresh to the iPad Pro line has been fairly extensively leaked already, and a new report at 9to5Mac from noted code trawler and developer Guilherme Rambo has revealed further information. The iPad Pros will indeed have a USB-C port, according to Rambo, and it’ll be capable of outputting 4K HDR video to compatible external displays. Rambo also confirms that Face ID will replace Touch ID, but unlike on iPhones it’ll be possible to use the system in both portrait and landscape mode, and there won’t be a notch for the face-scanning depth camera. Elsewhere, the report says that a new version of the Apple Pencil with AirPods-style proximity-based pairing is on the way, while there’ll be a redesigned magnetic connector for accessories like the Smart Keyboard located on the rear of the iPad. At this point an official iPad reveal can’t be too far off — the biggest question is whether Apple will choose to hold an October event this year, as it does semi-regularly.",https://www.msn.com/en-gb/news/techandscience/new-ipad-pros-will-output-4k-hdr-video-over-usb-c-port-says-report/ar-BBO8vP2
81,Spotify at 10: How It Revolutionized the Music Industry,MSN UK,2018-10-09,0.679623,0.541368,"© 2018 Chesnot PARIS, FRANCE - JANUARY 06: In this photo illustration, the logo of the Swedish music streaming service Spotify is displayed on the screen of an iPhone on January 06, 2017 in Paris, France. Spotify, the world's largest streaming music company, is expected to be listed on the Wall Street stock market in the first quarter of 2018. (Photo by Chesnot/Getty Images) Ten years ago, Daniel Ek and Martin Lorentzon founded Spotify—the Sweden-based music streaming platform now used by 180 million people around the world. There is little doubt the business has competition, but Spotify had a major head start and, as a result, still dominates its corner of the market. The biggest direct competitor to Spotify, Apple Music, boasts more than 50 million subscribers.",https://www.msn.com/en-gb/money/news/spotify-at-10-how-it-revolutionized-the-music-industry/ar-BBO9CVZ
82,"Pixel 3 includes USB-C headphones, dongle in the box",MSN UK,2018-10-10,0.751011,0.553721,"Google's new Pixel 3 and Pixel 3 XL will come with a new accessory in the box: a pair of wired Pixel Bud-style earbuds. The phones unveiled at a Google event on Tuesday, come with the new Google Pixel USB-C earbuds, as well as a USB-C to 3.5mm adapter for using legacy headphones. It's the first time Google has bundled headphones with its Pixel phones -- last year it offered only the dongle. The omission of headphones has always been a curious move by Google, given that it's a standard accessory for most phone makers. Despite rumors, Google didn't announce new wireless Pixel Buds at the Tuesday event.",https://www.msn.com/en-gb/news/techandscience/pixel-3-includes-usb-c-headphones-dongle-in-the-box/ar-BBOaDKI
83,Google's revamped Home app puts all your devices in one place,MSN UK,2018-10-10,0.401171,0.994215,"Google didn't just offer the Home Hub to connected households at its Pixel 3 event -- it also had a new version of the Home app for your phone. Similar to the Home Hub's new Home View dashboard, you now have a clear view of your various Home-friendly devices in one place, rather than making you jump from app to app. Also, everyone inside the home can control smart devices (including adding and removing them) just by having the app installed on their phones and tablets. The updated Home app is available now for iOS and is rolling out to Android users over the course of the next week. Some of these updates could be considered overdue (Apple's Home app already organizes devices by room), but they're more than welcome if you want one straightforward app to govern as much of your house as possible.",https://www.msn.com/en-gb/news/techandscience/googles-revamped-home-app-puts-all-your-devices-in-one-place/ar-BBOaFoI
84,Google Pixel Watch: why was Google's smartwatch a no-show?,MSN New Zealand,2018-10-10,0.944547,0.959604,"One thing we didn't see was the rumoured Google Pixel Watch, which would have gone head-to-head with the recently released Samsung Galaxy Watch and Apple Watch Series 4. At the beginning of the year, the Google Pixel Watch seemed like a dead cert. Blass tweeted in May:

The Pixel Watch would be the culmination of everything the computing giant has learned since Android Wear launched back in 2014, Google was expected to roll up its sleeves and get stuck into the smartwatch market on its own terms, going watchface-to-watchface with Apple and Samsung. Despite the vast number of rumours that Google was planning the release a Pixel Watch at yesterday's event, the company has spoken out to the contrary, saying that it has no plans to launch its own smartwatch this year. Wear OS is where Google has decided to focus its efforts for now (frequent updates rather than yearly ones), and once the software is sorted then maybe we'll see a Google Pixel Watch.",https://www.msn.com/en-nz/news/techandscience/google-pixel-watch-why-was-googles-smartwatch-a-no-show/ar-BBObvgH
85,Oppo has the fastest fast charging we’ve ever seen,MSN New Zealand,2018-10-10,0.440286,0.999546,"That’s how long it took me to fully charge the Automobili Lamborghini Edition of the Oppo Find X with its bundled Super VOOC charger. With Dash Charge, the OnePlus 6 reaches 60 percent of its capacity in the time that it takes the Find X Lamborghini to charge completely — and then takes a further 45 minutes or so to get through the final 40 percent. © Provided by Vox Media, Inc. oppo super vooc, vooc, oppo Super VOOC is an end-to-end solution that requires the phone’s battery to be designed to support it. The Find X Lamborghini’s battery is divided into two 1,700mAh cells, which doubles its charging capacity while the Super VOOC charger itself pushes out 10V/5A. Unfortunately, Super VOOC is only available in a handful of Oppo phones right now, including the R17 Pro as well as the exorbitantly expensive Find X Lamborghini.",https://www.msn.com/en-nz/news/techandscience/oppo-has-the-fastest-fast-charging-we%e2%80%99ve-ever-seen/ar-BBObNYW
86,Apple TV service will reportedly provide free original content to device owners,MSN New Zealand,2018-10-11,0.812518,0.88952,"Owners of Apple devices will have free access to Apple-owned content through the company's TV application, according to a CNBC report on Wednesday. ""Owners of Apple devices, such as the iPhone, iPad and Apple TV will find the still-in-the-works service in the pre-installed 'TV' application,"" according to CNBC. Apple has given away samples of content in the past through free trials, such as three free months of its Apple Music streaming service. The concept that Apple would provide all its original programming free to owners has been bandied about by people like media analyst Rich Greenfield. Apple CEO Tim Cook has hinted vaguely at the company's TV ambitions, but Apple has been rather quiet about sharing how people will be able to watch its shows.",https://www.msn.com/en-nz/news/techandscience/apple-tv-service-will-reportedly-provide-free-original-content-to-device-owners/ar-BBOdhLG
87,Apple buys part of chipmaker Dialog for $300 million,MSN New Zealand,2018-10-11,0.63264,0.456488,"Apple is buying part of European chipmaker Dialog Semiconductor in an effort to bring more of its silicon design in-house. While Apple isn’t acquiring Dialog outright, the 300 engineers make up 16 percent of its total workforce, and are said to have been working closely with Apple on chip design for years. “Dialog has deep expertise in chip development, and we are thrilled to have this talented group of engineers who’ve long supported our products now working directly for Apple,” hardware SVP Johny Srouji says in a statement. Last year the Nikkei reported that Apple was looking to design its own power management chips and move away from Dialog; earlier this year Dialog said Apple had cut orders, and teardowns suggest that Apple may have started using its own design in place of a certain Dialog chip in the iPhone XS Max. This acquihire is likely a way to bring Dialog’s R&D under Apple’s umbrella, with future designs becoming Apple IP that the company is free to use and modify at will.",https://www.msn.com/en-nz/news/techandscience/apple-buys-part-of-chipmaker-dialog-for-dollar300-million/ar-BBOdPK5
88,Trump takes aim at 'crazy' Fed as markets sink,MSN UK,2018-10-11,0.544056,0.597087,"President Donald Trump has renewed criticism of the US central bank, blaming ""crazy"" interest rate rises for prompting steep stock market falls. They include the US trade war with China and its potential impact on global growth while rising bond yields have diverted attention from equities - stocks - which have been offering the most attractive returns for years because central bank stimulus had flooded markets with cheap money. He described the path of rate increases - most recently to a level of 2-2.25% - as ""crazy"", adding that the stock market reaction was the ""correction that we've been waiting for"". Naeem Aslam, chief market analyst at Think Markets, said: ""We have not experienced anything like this since Brexit and if you look at the Nasdaq, it becomes clear that the sell-off was actually triggered by the technology stock."" He believed the trade war was uppermost in investors' minds - a fact which could help limit the stock market losses as volatility indicators remained more stable compared to past risk-off trading sessions.",https://www.msn.com/en-gb/money/news/trump-takes-aim-at-crazy-fed-as-markets-sink/ar-BBOdMgi
89,"Apple Signs $600 Million Deal With Dialog for Assets, Staff",MSN New Zealand,2018-10-11,0.696953,0.590216,"Apple Inc has signed a deal with Dialog Semiconductor Plc to license the U.K. chip designer’s power management technology and acquire certain assets, including more than 300 staff. The deal comes almost a year after Dialog warned investors that Apple -- its biggest customer -- could design its own power-management chips in coming years. Dialog relies on Apple for about three-quarters of its revenue, predominantly through the supply of chips that handle charging and manage power in smartphones. Dialog Chief Executive Officer Jalal Bagherli said in an interview Thursday that the deal helps the semiconductor company scale down that reliance to ""about 45 percent"" over the next few years, and that ""the licensing deal is non-exclusive, so we can use the IP for other customers without restrictions."" The U.S. company will also co-locate employees at some of facilities in Italy, Germany and the U.K.

Bagherli ""almost half"" of Dialog’s employees across its two Swindon, England buildings would move to Apple.",https://www.msn.com/en-nz/news/other/apple-signs-dollar600-million-deal-with-dialog-for-assets-staff/ar-BBOe7gb
90,Half of all iOS devices are running iOS 12,MSN UK,2018-10-12,0.600805,0.615369,"More than half of all iPhones, iPads, and iPods are running iOS 12, the latest version of Apple's mobile operating system, just over three weeks after the OS was released. It took 50 days—about twice as long—for iOS 11 to reach 50 percent of devices, as documented by ZDNet. The relative reluctance to update to iOS 11, and subsequently the speedy move away from it, was likely the result of it being a notoriously bug-filled operating system. Apple had to quickly push out updates to address security flaws and an annoying autocorrect issue within months of iOS 11's release. By contrast, Apple made a concerted effort with iOS 12 to add stability and improve the performance of older iPhones rather than introduce superfluous features.",https://www.msn.com/en-gb/news/techandscience/half-of-all-ios-devices-are-running-ios-12/ar-BBOgEib
91,"Thieves are using Apple IDs to steal money, Chinese payment firms say",MSN UK,2018-10-12,0.751033,0.883919,"China’s two largest digital payments services, Alipay and WeChat Pay, have warned that thieves are using compromised Apple IDs to make purchases with people’s accounts. “Since Apple hasn’t resolved this issue, users who’ve linked their Apple ID to any payments method, including Alipay, WePay, or credit cards, may be vulnerable to theft,” Alipay wrote, according to Bloomberg’s translation. Though the two companies are calling out Apple, it’s not clear if the issue is specific to a flaw in its ID system. It sounds as though there has been a problem with the theft of Apple ID credentials, which thieves are then using to log in to Apple accounts and make purchases using associated payments methods, like Alipay and WeChat Pay. It’s unclear if Apple does this, but it speaks to the broader issue companies like Apple face: it’s not just their own sites and apps that need to be secure; they have to worry about common accounts and passwords being leaked from other sources as well.",https://www.msn.com/en-gb/news/techandscience/thieves-are-using-apple-ids-to-steal-money-chinese-payment-firms-say/ar-BBOgEqB
92,Samsung Galaxy Note 10 will ditch the headphone jack for a bigger battery,MSN New Zealand,2018-10-12,0.602265,0.654442,"Samsung, one of the last smartphone manufacturers vehemently sticking with the once-ubiquitous 3.5mm headphone jack, looks set to ditch the port from its flagship smartphones, starting with the Note 10 next year. The report, courtesy of Korean outlet ETnews, claims Samsung will drop the 3.5mm headphone port from all devices launched after autumn 2019. Provided that Samsung sticks with its typical release schedule, the Galaxy Note 10, which usually launches in August, will likely be the first Samsung-branded handset to launch without a 3.5mm port. Samsung isn't the only 3.5mm stalwart to succumb to the trend, with OnePlus co-founder Carl Pei recently confirming the firm's next handset, dubbed OnePlus 6T, will also forgo the headphone port in favour of wired USB-C earbuds. In recent years, Samsung has often highlighted the 3.5mm headphone port as a key differentiator from rival flagship smartphones – openly mocking Apple for its decision to ditch the audio port during its keynotes and television adverts.",https://www.msn.com/en-nz/news/techandscience/samsung-galaxy-note-10-will-ditch-the-headphone-jack-for-a-bigger-battery/ar-BBOhbId
93,1Password no longer automatically submits passwords on Macs,MSN UK,2018-10-12,0.618861,0.387942,"Updates to 1Password mean that while you can run the application in dark mode to match your MacOS Mojave's nighttime setting the password manager will no longer automatically submit previously filled passwords. In 1Password 7.2, you will have to press the enter key to submit your passwords in Safari, which is an improvement to the tool's security. 1Password explained its decision to nix the auto-submit function, citing user experience and safety reasons, such as malicious websites attempting to capture your critical information in a false password field. Apple team lead Michael Fey wrote on the 1Password blog, ""The mechanism by which 1Password was performing auto submit is no longer supported in macOS Mojave. Users who have purchased 1Password 7 or who are subscribers can update to 1Password 7.2 for free.",https://www.msn.com/en-gb/news/techandscience/1password-no-longer-automatically-submits-passwords-on-macs/ar-BBOh9v4
94,iPhone XS charging issue fix coming in iOS 12.1,MSN Money,2018-10-04,0.470687,0.403809,"Some users have reported their new phones won't charge when plugged into lightning cables when their screens are off. Apple's next software update, iOS 12.1, will solve the problem. Apple's beta program has been open to the public since early 2015, but it's only recommended to people who don't rely on a single iPhone or who are willing to put up with some possible glitches. Whenever Apple releases new software and new devices, there are often bugs that don't show up until millions of people are using them. Apple also added new parental controls for those who want to keep a child's device locked down, and its Screen Time feature lets you monitor your kids' or your own device usage.",http://www.msn.com/en-us/money/other/iphone-xs-charging-issue-fix-coming-in-ios-121/ar-BBNTVjL?srcref=rss
95,Stocks fall as 10-year US yield hits its highest level in 7 years,MSN Money,2018-10-04,0.684803,0.539757,"Stocks fell on Thursday as interest rates hit new multiyear highs, dampening investor sentiment. The yield surge started on Wednesday after new data showed private payrolls rose by 230,000 in September, which far surpassed the 168,000 jobs in August. On Wednesday, Fed Chair Jerome Powell said that the U.S. central bank had a long way to go before interest rates hit neutral, suggesting to markets that more hikes could be on the horizon. ""With nominal growth in the US finally breaking higher and the FOMC conceivably pushing the policy rate up to 3.0% by this time next year a 10 year yield above 3.50% hardly strikes us as outlandish,"" he said. The Dow, along with the S&P 500 and Nasdaq, initially moved higher as investors first cheered the strong economic data released Wednesday.",http://www.msn.com/en-us/money/markets/stocks-fall-as-10-year-us-yield-hits-its-highest-level-in-7-years/ar-BBNRRf0?srcref=rss
96,"Dow drops more than 200 points as rates surge, Nike lags",MSN Money,2018-10-04,0.85855,0.372523,"Stocks fell sharply on Thursday as interest rates hit new multiyear highs, dampening investor sentiment. The yield surge started on Wednesday after new data showed private payrolls rose by 230,000 in September, which far surpassed the 168,000 jobs in August. On Wednesday, Fed Chair Jerome Powell said that the U.S. central bank had a long way to go before interest rates hit neutral, suggesting to markets that more hikes could be on the horizon. ""With nominal growth in the US finally breaking higher and the FOMC conceivably pushing the policy rate up to 3.0% by this time next year a 10 year yield above 3.50% hardly strikes us as outlandish,"" he said. The Dow, along with the S&P 500 and Nasdaq, initially moved higher as investors first cheered the strong economic data released Wednesday.",http://www.msn.com/en-us/money/markets/dow-drops-200-points-as-rates-surge-nike-lags/ar-BBNRRf0?srcref=rss
97,Why Amazon Stock is Perfect for the Rest of the Year,MSN Money,2018-10-04,0.83361,0.825296,"Shares of Amazon (AMZN) have been on fire throughout 2018, rising an impressive 67% so far on the year. Even more impressive, Amazon stock is up more than 100% over the past 12 months, as momentum has stayed strong in this now $1 trillion name. Of course, one day the trend in Amazon stock will falter and shares will decline. When Amazon reports its fiscal third-quarter earnings results later this month, it will include the company’s results from Prime Day. However, the bottom line is simple: Amazon stock is a buy-on-dips name until the strategy fails.",http://www.msn.com/en-us/money/topstocks/why-amazon-stock-is-perfect-for-the-rest-of-the-year/ar-BBNV5wy?srcref=rss
98,"Amazon and Apple data equipment hacked by China with super small chips, Bloomberg says",MSN Money,2018-10-04,0.972374,0.587922,"Data center equipment run by Amazon Web Services and Apple may have been subject to surveillance from the Chinese government via a tiny microchip inserted during the equipment manufacturing process, according to a Bloomberg BusinessWeek report on Thursday. The claims in the report have been strongly disputed by the technology giants.",http://www.msn.com/en-us/money/video/amazon-and-apple-data-equipment-hacked-by-china-with-super-small-chips-says-bloomberg/vi-BBNVy9e?srcref=rss
99,Dow tumbles 350 points on rising rate fears as 10-year yield hits highest since 2011,MSN Money,2018-10-04,0.728739,0.882891,"Stocks fell sharply on Thursday as interest rates hit new multiyear highs, dampening investor sentiment. The yield surge started on Wednesday after new data showed private payrolls rose by 230,000 in September, which far surpassed the 168,000 jobs in August. On Wednesday, Fed Chair Jerome Powell said that the U.S. central bank had a long way to go before interest rates hit neutral, suggesting to markets that more hikes could be on the horizon. ""With nominal growth in the US finally breaking higher and the FOMC conceivably pushing the policy rate up to 3.0% by this time next year a 10 year yield above 3.50% hardly strikes us as outlandish,"" he said. The Dow, along with the S&P 500 and Nasdaq, initially moved higher as investors first cheered the strong economic data released Wednesday.",http://www.msn.com/en-us/money/markets/dow-tumbles-350-points-on-rising-rate-fears-as-10-year-yield-hits-highest-since-2011/ar-BBNRRf0?srcref=rss
100,Dow down more than 200 points on rising rate fears as 10-year yield hits highest since 2011,MSN Money,2018-10-04,0.719013,0.467303,"Stocks fell sharply on Thursday as interest rates hit new multiyear highs, dampening investor sentiment. The yield surge started on Wednesday after new data showed private payrolls rose by 230,000 in September, which far surpassed the 168,000 jobs in August. On Wednesday, Fed Chair Jerome Powell said that the U.S. central bank had a long way to go before interest rates hit neutral, suggesting to markets that more hikes could be on the horizon. ""With nominal growth in the US finally breaking higher and the FOMC conceivably pushing the policy rate up to 3.0% by this time next year a 10 year yield above 3.50% hardly strikes us as outlandish,"" he said. The Dow, along with the S&P 500 and Nasdaq, initially moved higher as investors first cheered the strong economic data released Wednesday.",http://www.msn.com/en-us/money/markets/dow-down-more-than-200-points-on-rising-rate-fears-as-10-year-yield-hits-highest-since-2011/ar-BBNRRf0?srcref=rss
